************************************
*   Event  *     PH    *    ToF    *
*     2470 * 16.076839 * 78.670715 *
*     2474 * 16.958700 * 79.112457 *
*     2476 * 34.171920 * 75.281616 *
*     2477 * 16.428323 * 74.437286 *
*     2480 * 17.109424 * 72.941406 *
*     2483 * 16.868555 * 72.135498 *
*     2492 * 16.777166 * 71.302246 *
*     2493 * 17.169044 * 72.851348 *
*     2496 * 16.774322 * 80.215637 *
*     2498 * 16.730213 * 70.261993 *
*     2500 * 17.391864 * 76.729064 *
*     2515 * 16.671594 * -814.1704 *
*     2517 * 17.159814 * 76.284820 *
*     2520 * 16.680702 * 76.038391 *
*     2523 * 16.541532 * 72.060882 *
*     2526 * 16.816089 * 75.841796 *
*     2527 * 16.829338 * 75.953064 *
*     2536 * 16.760387 * 77.213592 *
*     2538 * 16.923471 * 74.648407 *
*     2542 * 17.244239 * 78.713531 *
*     2547 * 16.439296 * 70.582824 *
*     2552 * 16.662099 * 70.838684 *
*     2556 * 16.480651 * 72.576782 *
*     2559 * 16.876007 * 70.889160 *
*     2563 * 17.536949 * 73.106872 *
*     2564 * 16.957527 * 75.910034 *
*     2567 * 16.591249 * 75.901245 *
*     2569 * 16.626985 * 69.195282 *
*     2575 * 17.073116 * 70.052093 *
*     2576 * 16.589288 * 74.435180 *
*     2578 * 16.736503 * 73.082885 *
*     2590 * 16.930246 * 74.545074 *
*     2592 * 17.198377 * 74.567993 *
*     2594 * 16.686033 * 71.380615 *
*     2597 * 17.025283 * 71.643829 *
*     2599 * 16.985605 * 72.879974 *
*     2600 * 16.605213 * 73.410369 *
*     2603 * 17.067365 * 73.768646 *
*     2605 * 33.412879 * 72.706604 *
*     2614 * 16.449573 * 77.057800 *
*     2621 * 17.000358 * 79.561096 *
*     2630 * 16.895261 * 73.437255 *
*     2642 * 16.220500 * 73.449890 *
*     2643 * 16.816280 * 74.451965 *
*     2648 * 16.934047 * 75.323333 *
*     2655 * 16.950790 * 74.389801 *
*     2656 * 16.806606 * 73.882934 *
*     2658 * 16.598911 * 71.657714 *
*     2659 * 16.910207 * 74.294036 *
*     2668 * 17.341779 * 73.368713 *
*     2672 * 16.885078 * 74.719879 *
*     2676 * 16.386194 * 76.658386 *
*     2677 * 16.919691 * 76.246673 *
*     2684 * 16.859205 * 68.801178 *
*     2685 * 24.292270 * -527.3056 *
*     2690 * 16.750986 * 75.062622 *
*     2691 * 16.934289 * 71.797912 *
*     2698 * 17.437393 * 73.872222 *
*     2701 * 17.091901 * 72.607513 *
*     2716 * 17.151857 * 74.744140 *
*     2718 * 16.307741 * 78.799011 *
*     2725 * 17.156095 * 77.538665 *
*     2727 * 16.629358 * 76.336669 *
*     2728 * 16.628030 * 72.008880 *
*     2735 * 16.923736 * 74.116790 *
*     2740 * 31.538461 * 73.534393 *
*     2741 * 16.476093 * 77.792999 *
*     2743 * 17.119855 * 72.932098 *
*     2744 * 16.827419 * 68.351562 *
*     2749 * 16.857263 * 77.977081 *
*     2751 * 16.810506 * 67.742981 *
*     2752 * 16.757997 * 73.721740 *
*     2760 * 16.876991 * -263.9821 *
*     2764 * 16.807100 * 68.720336 *
*     2765 * 16.517345 * 75.603393 *
*     2767 * 16.772836 * 68.473693 *
*     2770 * 17.032211 * 75.657287 *
*     2772 * 17.203163 * 75.368621 *
*     2773 * 16.706571 * 72.839386 *
*     2787 * 17.334581 * 73.957428 *
*     2789 * 16.997995 * 75.197052 *
*     2792 * 17.007217 * 60.243621 *
*     2794 * 16.739906 * 74.055664 *
*     2795 * 16.660812 * 79.786346 *
*     2796 * 17.037183 * 73.633483 *
*     2801 * 17.205617 * 75.804657 *
*     2802 * 16.765932 * 81.702758 *
*     2808 * 33.722469 * 73.372894 *
*     2809 * 16.633289 * 75.492828 *
*     2816 * 17.277320 * 76.801055 *
*     2817 * 16.508930 * 74.572418 *
*     2818 * 16.906076 * 75.246551 *
*     2819 * 17.557569 * 72.671569 *
*     2825 * 17.103105 * 68.890686 *
*     2826 * 17.282257 * 71.219970 *
*     2829 * 17.053737 * 71.095581 *
*     2832 * 16.846000 * 78.761627 *
*     2834 * 33.117599 * 75.290893 *
*     2836 * 16.982315 * 74.576904 *
*     2839 * 17.013158 * 70.429260 *
*     2845 * 17.369514 * 77.868042 *
*     2846 * 16.804512 * 77.489440 *
*     2848 * 16.841461 * 74.017913 *
*     2852 * 16.829658 * 77.068939 *
*     2861 * 16.689151 * 72.375366 *
*     2868 * 16.861614 * 76.431152 *
*     2878 * 16.768835 * 75.072998 *
*     2882 * 17.185283 * 74.786590 *
*     2885 * 16.613353 * 73.776275 *
*     2889 * 16.948701 * 70.088317 *
*     2892 * 34.379486 * 74.232757 *
*     2894 * 16.516862 * 72.761016 *
*     2898 * 16.450557 * 72.020111 *
*     2899 * 16.854900 * 76.069030 *
*     2902 * 16.651113 * 74.236663 *
*     2903 * 16.951618 * 74.788055 *
*     2909 * 16.602056 * 74.120117 *
*     2912 * 16.833053 * 70.373931 *
*     2914 *  17.07061 * 76.706268 *
*     2915 * 16.701385 * 72.201904 *
*     2916 * 16.600338 * 73.509704 *
*     2922 * 16.945898 * 71.079101 *
*     2927 * 17.055278 * 130.31582 *
*     2931 * 16.858118 * 72.415893 *
*     2932 * 16.871315 * 68.680908 *
*     2936 * 16.929792 * 74.168273 *
*     2938 * 16.768167 * 72.237640 *
*     2941 * 16.787872 * 79.495452 *
*     2943 * 16.672565 * 74.353179 *
*     2944 *  16.61199 * 71.614044 *
*     2947 * 16.736848 * 77.088836 *
*     2953 * 16.700241 * 71.942871 *
*     2954 * 16.712566 * 77.641235 *
*     2958 * 16.802267 * 75.505584 *
*     2959 * 17.045213 * 72.057708 *
*     2964 * 34.782157 * 75.971313 *
*     2965 * 16.957391 * 78.009002 *
*     2970 * 16.357738 * 77.015655 *
*     2981 * 16.550676 * 71.108429 *
*     2988 * 25.988433 * -1416.250 *
*     2990 * 34.269512 * 74.354766 *
*     2992 * 16.807605 * -1348.102 *
*     3001 * 16.553382 * 76.693634 *
*     3007 * 16.911071 * 73.688293 *
*     3009 * 16.997148 * 71.285491 *
*     3010 *   17.4347 * 69.421325 *
*     3011 * 16.499778 * 72.036041 *
*     3012 * 17.291475 * 67.197082 *
*     3015 * 16.801153 * 77.871673 *
*     3016 * 16.606300 * 70.255401 *
*     3018 * 17.122026 * 79.396331 *
*     3020 * 16.621469 * 75.988739 *
*     3022 * 17.014719 * 76.300659 *
*     3028 * 17.129343 * 75.842071 *
*     3029 * 34.127513 * 74.451293 *
*     3032 * 16.444812 * 74.178833 *
*     3033 * 17.186388 * 70.335235 *
*     3035 * 16.876457 * 73.405639 *
*     3036 * 174.90780 * 72.040893 *
*     3041 * 16.736236 * 74.106262 *
*     3045 * 16.684867 * 73.435668 *
*     3066 * 16.599676 * 72.141326 *
*     3067 * 16.692541 * 71.307281 *
*     3077 * 17.237173 * 74.155181 *
*     3086 * 16.628089 * 75.030120 *
*     3090 * 16.999687 * 71.468811 *
*     3091 * 17.021068 * 70.469360 *
*     3095 * 16.639020 * 69.596435 *
*     3097 * 17.276659 * 70.718109 *
*     3102 * 16.737056 * 76.057708 *
*     3105 * 16.741376 * -1164.466 *
*     3108 * 16.517097 * 72.723693 *
*     3113 * 17.004749 * 80.099243 *
*     3115 * 16.668558 * 73.764251 *
*     3116 * 16.933551 * 72.094970 *
*     3125 * 16.675682 * 78.542999 *
*     3131 * 16.780777 * 69.876098 *
*     3138 * 16.945442 * 76.664032 *
*     3139 * 16.201145 * 69.827331 *
*     3144 * 16.836605 * 76.651855 *
*     3146 * 16.673740 * 68.764068 *
*     3148 * 16.410932 * 74.386505 *
*     3150 * 17.457914 * 72.854522 *
*     3153 * 17.072240 * 75.543212 *
*     3156 * 16.820165 * 74.497406 *
*     3164 * 17.101205 * 72.774292 *
*     3165 * 17.013519 * 75.272460 *
*     3172 * 16.971300 * 73.897796 *
*     3174 * 16.972686 * 80.827209 *
*     3176 * 16.773042 * 70.436920 *
*     3182 * 17.280565 * -265.2731 *
*     3183 * 17.025817 * 74.615509 *
*     3185 * 16.639730 * 69.185668 *
*     3186 * 16.826307 * 74.228179 *
*     3192 * 16.807615 * 76.371490 *
*     3193 * 16.848592 * 77.924346 *
*     3196 * 16.747854 * 70.499908 *
*     3214 * 17.032970 * -578.2519 *
*     3227 * 16.978601 * 77.053894 *
*     3229 * 16.594322 * 74.010253 *
*     3230 * 16.886230 * 73.187896 *
*     3248 * 16.688108 * 75.946472 *
*     3250 * 33.711551 * 76.961608 *
*     3251 * 17.065250 * 72.076995 *
*     3254 * 16.869415 * 78.718505 *
*     3256 * 17.169235 * 81.499145 *
*     3257 * 17.058773 * 72.796508 *
*     3259 * 17.408018 * 77.499908 *
*     3261 * 16.494407 * 74.833831 *
*     3273 * 16.576103 * 74.824798 *
*     3276 * 16.546300 * 76.263488 *
*     3277 * 16.857633 *  74.78302 *
*     3283 * 16.660024 * 74.959320 *
*     3284 * 17.138639 * -1136.417 *
*     3289 * 16.601347 * 74.405975 *
*     3292 * 16.714962 * 71.882110 *
*     3312 * 17.044382 * 71.721344 *
*     3318 * 16.430696 * -706.9133 *
*     3320 * 16.731035 * 73.747955 *
*     3328 * 16.931432 * 71.087402 *
*     3330 * 17.076553 * 74.502716 *
*     3341 * 33.752243 * 75.810516 *
*     3344 * 16.993438 * 74.865295 *
*     3354 * 17.089416 * 72.148284 *
*     3362 * 17.737161 * 68.218261 *
*     3364 * 17.313955 * 77.522918 *
*     3366 * 33.863719 * 73.873840 *
*     3367 * 17.322519 * 74.242401 *
*     3377 * 16.825555 * 75.066680 *
*     3379 * 17.053060 * 72.295196 *
*     3380 * 16.918506 * 69.026611 *
*     3382 * 17.289823 * 78.298706 *
*     3385 * 16.381519 * 74.066314 *
*     3388 * 16.976532 * 69.394073 *
*     3390 * 16.543966 * 78.257629 *
*     3393 * 32.995330 * 75.836792 *
*     3394 * 17.326000 * 75.409118 *
*     3396 * 16.780614 * 70.533599 *
*     3399 * 16.685663 * 73.123962 *
*     3400 * 16.567762 * 74.070861 *
*     3403 * 17.017005 * 73.210510 *
*     3406 * 16.854955 * 71.545501 *
*     3411 * 16.926763 * 75.085571 *
*     3415 * 17.371141 * 74.904388 *
*     3421 * 16.760765 * 76.772399 *
*     3422 * 16.879814 * 76.657012 *
*     3429 * 17.129688 * 72.937835 *
*     3433 * 17.345287 * 68.734558 *
*     3436 * 16.289066 * 74.618682 *
*     3437 * 16.971582 * 72.787536 *
*     3439 * 16.675199 * 75.596710 *
*     3440 * 31.645090 * 73.140808 *
*     3442 * 16.841596 * 72.523315 *
*     3446 * 17.089538 * 72.135162 *
*     3453 * 17.228044 * -222.7482 *
*     3456 * 16.788353 * 72.280029 *
*     3460 * 16.944551 * 78.012268 *
*     3465 * 16.867498 * 79.200836 *
*     3466 * 16.633279 * -723.2216 *
*     3475 * 16.597641 * 70.619751 *
*     3479 * 16.619930 * 73.457885 *
*     3481 * 17.028568 * 70.970855 *
*     3484 * 17.141355 * 74.529174 *
*     3487 * 33.167846 * 73.976501 *
*     3497 * 16.575748 * 74.492492 *
*     3498 * 16.982498 * 71.312042 *
*     3500 * 16.474403 * 74.679840 *
*     3501 * 16.473192 * 73.634399 *
*     3503 * 17.405754 * 73.334320 *
*     3507 * 16.840524 * 73.691741 *
*     3508 * 16.516511 * -406.5024 *
*     3514 * 16.546197 * 67.218994 *
*     3515 * 16.905454 * 76.377105 *
*     3516 * 17.010574 * 68.513671 *
*     3519 * 16.588207 * 73.513153 *
*     3525 * 17.112922 * 71.684936 *
*     3527 * 17.124534 * 76.480896 *
*     3529 * 16.266162 * 73.257080 *
*     3530 * 17.077716 * 73.662170 *
*     3532 * 16.809307 * 75.585571 *
*     3536 * 16.816707 * 70.697387 *
*     3541 * 16.977287 * 75.495086 *
*     3546 * 16.953472 * 75.702728 *
*     3549 * 17.056640 * 71.373382 *
*     3550 * 17.010122 * 70.242858 *
*     3555 * 16.709535 * 72.036865 *
*     3556 * 16.392175 * 76.472839 *
*     3560 * 16.629142 * 77.336303 *
*     3562 * 16.570823 * 72.644775 *
*     3563 * 17.174013 * 72.144195 *
*     3564 * 16.449749 * -842.4380 *
*     3568 * 16.828887 * 75.468719 *
*     3569 * 16.810003 * 74.570709 *
*     3570 * 16.961513 * 69.178375 *
*     3571 * 17.041248 * 75.554595 *
*     3574 * 16.853799 * 72.878418 *
*     3581 * 16.705701 * 71.857330 *
*     3582 * 16.643716 * 430.67934 *
*     3584 * 16.575834 *  76.30896 *
*     3586 * 16.851495 * 71.903228 *
*     3589 * 16.522363 * 72.725158 *
*     3591 * 16.885671 * 66.701446 *
*     3594 * 32.956012 * 78.231353 *
*     3595 * 17.217281 * 72.660217 *
*     3599 * 17.168132 * 74.673584 *
*     3600 * 16.797111 * 71.022827 *
*     3601 * 17.019437 * 77.217773 *
*     3608 * 17.488014 * 70.621032 *
*     3610 * 16.511579 * 72.821380 *
*     3613 * 17.208656 * 76.127410 *
*     3614 * 16.814865 * 69.414856 *
*     3617 * 16.899511 * -123.2957 *
*     3619 * 17.196514 * 74.271179 *
*     3625 * 16.751644 * 75.036834 *
*     3626 * 16.751756 * 72.596099 *
*     3628 * 17.054477 * 73.361389 *
*     3630 * 16.353797 * 69.592315 *
*     3632 *  16.68256 * 72.731781 *
*     3634 * 16.474567 * 71.506897 *
*     3644 * 16.957277 * 77.038909 *
*     3645 * 17.067743 * 74.026336 *
*     3646 * 16.804971 * 75.035003 *
*     3647 * 16.884092 * 73.589233 *
*     3650 * 16.687213 * 77.837768 *
*     3652 * 17.002288 * 77.750671 *
*     3656 * 16.820751 * 76.665741 *
*     3661 * 16.248622 * 75.185302 *
*     3666 * 16.929851 * 71.914611 *
*     3671 * 16.948791 * 74.032165 *
*     3672 * 16.934619 * 70.746246 *
*     3676 * 13.618341 * 82.817504 *
*     3678 * 16.515583 * 74.514648 *
*     3681 * 16.930446 * 70.427551 *
*     3688 * 17.084888 * 74.332672 *
*     3691 * 17.194259 * 75.925018 *
*     3692 * 16.505947 * 75.472930 *
*     3694 * 17.115507 * 69.589447 *
*     3699 * 17.040357 * 77.491302 *
*     3703 * 17.339218 * 74.877807 *
*     3704 * 16.946779 * 72.743835 *
*     3707 * 16.725044 * 71.703826 *
*     3711 * 17.092796 * 74.047180 *
*     3715 * 16.818018 * 73.457000 *
*     3716 * 16.984037 * 73.392913 *
*     3729 * 16.510107 * 74.277038 *
*     3746 * 16.333385 * 69.509460 *
*     3747 *  17.01021 * 77.898101 *
*     3750 * 17.025777 * 73.233459 *
*     3752 * 17.172264 * 74.550903 *
*     3753 * 16.823305 * 76.393676 *
*     3758 * 16.836319 * 72.514587 *
*     3760 * 17.131614 * 74.308197 *
*     3766 * 16.608907 * 75.246185 *
*     3768 * 17.082872 * 75.761566 *
*     3770 * 16.907293 *  80.24646 *
*     3773 * 17.058094 * 69.404449 *
*     3774 * 17.131877 * 68.681945 *
*     3779 * 16.685325 * 75.169006 *
*     3780 * 17.674581 * 76.708190 *
*     3781 * 17.102697 * 74.950622 *
*     3785 * 16.727970 * 74.988464 *
*     3788 * 16.787490 * -1380.353 *
*     3794 * 16.690912 * 73.524047 *
*     3797 * 17.082778 * 73.659393 *
*     3801 * 16.829835 *  73.79422 *
*     3802 *  16.57304 * 76.801940 *
*     3803 * 16.397855 * -860.2203 *
*     3807 * 17.073400 * 67.678039 *
*     3809 * 16.586931 * 75.674346 *
*     3813 * 16.803909 * 73.691009 *
*     3814 * 16.732818 * 70.286254 *
*     3815 * 16.759498 * 73.596679 *
*     3819 * 16.623180 * 75.050079 *
*     3820 * 16.609821 * 74.086242 *
*     3821 * 34.013454 * 77.897705 *
*     3824 * 16.551277 * 75.292205 *
*     3827 * 17.315183 * 71.062713 *
*     3828 * 16.781374 * 75.502533 *
*     3831 * 17.148691 * 71.534423 *
*     3833 * 16.694358 * 72.574585 *
*     3835 * 17.059652 * 71.482116 *
*     3838 * 16.746582 * 74.129943 *
*     3849 * 16.439121 * 75.511230 *
*     3852 * 16.698944 * 72.599517 *
*     3857 * 17.145933 * 71.330535 *
*     3870 * 16.779478 * 79.993408 *
*     3872 * 16.820482 * 75.807067 *
*     3875 * 16.553728 * 66.777160 *
*     3883 * 16.886949 * 71.648925 *
*     3889 * 16.492687 * 76.124206 *
*     3907 * 17.199916 * 71.434021 *
*     3913 * 16.778575 * 75.497222 *
*     3915 * 16.823095 * 72.170349 *
*     3924 * 17.019674 * 74.396667 *
*     3926 * 16.864284 * 69.379699 *
*     3935 * 29.269569 * -1311.623 *
*     3936 * 34.560390 * 77.176208 *
*     3937 * 16.837560 * 74.318817 *
*     3939 * 16.880188 * 76.213439 *
*     3942 * 16.929334 * 68.858123 *
*     3943 * 16.770017 * 66.752380 *
*     3945 * 16.748733 * 67.803527 *
*     3946 * 16.438301 * 71.367981 *
*     3947 * 17.285085 * 70.943573 *
*     3948 * 16.660934 * 76.930603 *
*     3950 * 17.345270 * 73.721557 *
*     3953 * 16.823917 * 70.361724 *
*     3959 * 17.333833 * 70.666381 *
*     3963 * 16.776338 * -902.1342 *
*     3969 * 17.011501 * 75.050354 *
*     3973 * 16.927215 * 68.155517 *
*     3974 * 16.840259 * 72.631256 *
*     3978 * 16.757570 * 74.050628 *
*     3986 * 17.023490 * 80.194030 *
*     3991 * 16.556032 * 72.694732 *
*     3994 * 16.632103 * 77.502166 *
*     3995 * 16.951988 * 73.696991 *
*     4004 * 17.016367 * 73.601928 *
*     4008 * 16.738502 * 71.295135 *
*     4016 * 16.906488 * -159.5995 *
*     4017 * 16.732233 * 74.856201 *
*     4028 * 17.091474 * 74.230041 *
*     4031 * 16.851556 * 74.840057 *
*     4033 * 16.772703 * 72.366088 *
*     4037 * 16.554504 * 74.053649 *
*     4038 * 16.961992 * -877.1318 *
*     4049 * 16.954511 * 75.752349 *
*     4050 * 16.900503 * 69.518829 *
*     4052 * 17.057130 * 70.230346 *
*     4053 * 17.161380 * 70.652221 *
*     4055 * 16.897726 * 75.708190 *
*     4064 * 16.420475 * 74.733001 *
*     4066 * 16.994920 * 71.118957 *
*     4071 * 16.796297 * 74.105621 *
*     4082 * 16.817247 * 72.405670 *
*     4089 * 17.246944 * 78.344268 *
*     4090 * 16.376470 * 72.452148 *
*     4092 * 16.845438 * 73.649597 *
*     4093 * 16.573261 * -982.3048 *
*     4102 * 17.279623 * 72.932983 *
*     4103 * 17.547512 * 74.318328 *
*     4104 * 16.342790 * 76.059722 *
*     4108 * 16.630853 * 75.894226 *
*     4111 * 16.301754 * 74.977203 *
*     4112 * 17.161504 * 74.748321 *
*     4115 * 16.660667 * 71.476135 *
*     4116 * 33.458023 * 74.425720 *
*     4118 * 17.040998 * 74.810211 *
*     4119 * 17.062418 * 73.224731 *
*     4123 * 16.453167 * 70.805755 *
*     4127 * 16.617149 * 65.853088 *
*     4129 * 16.890279 * 76.763946 *
*     4130 * 16.337993 * -490.5170 *
*     4136 * 16.816131 * 79.114532 *
*     4147 * 16.579069 * 76.711425 *
*     4148 * 16.536792 * 77.469909 *
*     4154 * 16.835912 * -0.048156 *
*     4161 * 17.141323 * 73.112609 *
*     4162 * 16.835308 * 75.965271 *
*     4164 * 16.469883 * 74.531311 *
*     4171 * 33.765903 * 75.625946 *
*     4173 * 16.579036 * 71.029083 *
*     4176 * 17.463644 * 70.599365 *
*     4177 * 16.482704 * 73.467804 *
*     4180 * 16.946531 * 71.212616 *
*     4190 * 16.281641 * 73.345672 *
*     4197 * 16.755743 * 77.419982 *
*     4199 * 16.738939 * 67.530639 *
*     4208 * 17.093137 * 79.329162 *
*     4215 * 16.856779 * 76.829101 *
*     4216 * 16.235811 * 71.567504 *
*     4221 * 16.930362 * 69.823364 *
*     4224 * 16.143732 * 74.149993 *
*     4225 * 16.835102 *  75.25354 *
*     4231 * 16.671295 * 79.448547 *
*     4233 * 16.916629 * 76.854766 *
*     4238 * 16.763649 * 76.522369 *
*     4240 * 16.643184 * -799.4536 *
*     4242 * 16.950931 * 74.209686 *
*     4243 * 17.097372 * 74.201477 *
*     4246 * 16.736139 * -842.8704 *
*     4248 * 16.673654 * 72.541626 *
*     4250 * 16.963211 * 72.649200 *
*     4255 * 16.672576 * 71.554107 *
*     4257 * 16.695560 * 74.640899 *
*     4259 * 17.186071 * 72.012664 *
*     4263 * 16.655559 * 76.698120 *
*     4275 * 16.706445 * 75.368133 *
*     4277 * 16.420711 * 71.739105 *
*     4278 * 16.871059 * 71.974456 *
*     4286 * 16.867418 * 77.240203 *
*     4293 * 17.069253 * 75.113006 *
*     4294 * 16.611923 * 79.114196 *
*     4299 * 16.909015 * 72.838745 *
*     4303 * 16.650480 * 76.179748 *
*     4304 * 16.994230 * 70.622436 *
*     4306 * 16.323072 * 80.468597 *
*     4309 * 16.760053 * 77.575561 *
*     4311 * 16.634447 * -26.14715 *
*     4322 * 16.996065 * 76.868164 *
*     4323 * 16.353714 * 78.192901 *
*     4325 * 16.534292 * 78.373382 *
*     4327 * 17.213190 * 76.200408 *
*     4336 * 16.734678 * 73.466369 *
*     4338 * 16.677915 * 74.171356 *
*     4365 * 16.678569 * 77.557067 *
*     4370 * 16.553125 * 73.899658 *
*     4373 * 17.122726 * 76.320037 *
*     4374 * 30.961086 * 77.116424 *
*     4376 * 16.687017 * 72.482391 *
*     4391 * 34.404453 * 75.426971 *
*     4392 * 17.092292 * 68.034973 *
*     4397 * 16.809473 * 69.153320 *
*     4403 * 16.816072 * 78.418212 *
*     4406 * 16.788198 * 71.724762 *
*     4409 * 16.563575 * 70.594207 *
*     4412 * 16.823993 * 73.566314 *
*     4420 * 33.548351 * 75.451019 *
*     4421 * 16.667099 * 77.227050 *
*     4422 * 16.627779 * 74.358795 *
*     4423 * 17.070053 * 72.115997 *
*     4430 * 17.098423 * -1390.362 *
*     4438 * 16.903205 * 75.325103 *
*     4452 * 16.853500 * 71.305297 *
*     4456 * 16.437046 * 71.343536 *
*     4457 * 16.681957 * 74.184631 *
*     4459 * 16.954948 * 72.257110 *
*     4465 * 16.673069 * 72.905029 *
*     4466 * 34.796054 * 78.511840 *
*     4467 * 20.867178 * -1297.843 *
*     4469 * 16.883588 * 76.057739 *
*     4476 * 16.555622 * 76.273071 *
*     4487 * 16.471050 * 75.806640 *
*     4488 * 17.018930 * 70.221740 *
*     4489 * 16.552003 * 71.095275 *
*     4491 * 16.723053 * 75.312988 *
*     4494 * 17.087268 * 71.734436 *
*     4495 * 17.206455 * 74.228973 *
*     4497 * 16.688709 * 76.833282 *
*     4503 * 16.446346 * 78.287719 *
*     4506 * 16.453960 * 72.042846 *
