============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(1,4 MeV) ==> Mylar+Aluminium( 1261 A) ==================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  113  2 ,1367982E+07   1262807E-03 -,1408E+01 -,1170E+01   ,9999977 -,0020849 -,0005444
T  114  2 ,1369601E+07   1262058E-03 -,2790E+00 -,1323E+00   ,9999732 -,0042871 -,0059381
T  115  2 ,1364916E+07   1262053E-03 -,1084E+01  ,1112E-01   ,9999945 -,0032657  ,0005093
T  116  2 ,1367327E+07   1262468E-03 -,7464E+00 -,9309E+00   ,9999930 -,0030387 -,0021850
T  117  2 ,1367376E+07   1263275E-03  ,1800E+01 -,6694E+00   ,9999919  ,0039152 -,0008887
T  118  2 ,1367331E+07   1262666E-03  ,1134E+01 -,1955E+01   ,9999939 -,0031497 -,0014990
T  119  2 ,1366915E+07   1263262E-03 -,1276E+01  ,2311E+01   ,9999883 -,0033969  ,0034367
T  120  2 ,1363683E+07   1261381E-03 -,8365E-01  ,1290E+01   ,9999977  ,0011706  ,0017868
T  121  2 ,1371674E+07   1261008E-03  ,2074E+01  ,1578E+01   ,9999888  ,0044374  ,0016199
T  122  2 ,1366311E+07   1261590E-03 -,8012E+00 -,1007E+01   ,9999950 -,0009450 -,0030161
T  123  2 ,1370325E+07   1261946E-03 -,9361E+00 -,1459E+01   ,9999974 -,0013891 -,0017904
T  124  2 ,1367792E+07   1262813E-03 -,1599E+00  ,9515E+00   ,9999963 -,0007223  ,0026322
T  125  2 ,1366992E+07   1263072E-03  ,1857E+00 -,1776E+01   ,9999992  ,0001548 -,0012586
T  126  2 ,1364404E+07   1261435E-03  ,4097E+00  ,9577E+00   ,9999975  ,0017085  ,0014554
T  127  2 ,1368594E+07   1261047E-03  ,7524E+00  ,1033E+01   ,9999959  ,0018366  ,0022079
T  128  2 ,1367346E+07   1261732E-03 -,9391E+00 -,1660E+01   ,9999862 -,0044487  ,0028074
T  129  2 ,1371272E+07   1262573E-03 -,6967E-01 -,1782E+01   ,9999990 -,0008986 -,0011021
T  130  2 ,1367315E+07   1262161E-03  ,6723E+00  ,7717E+00   ,9999021  ,0101439 -,0096416
T  131  2 ,1367030E+07   1263339E-03 -,2940E+01 -,3732E-01   ,9999928 -,0035142 -,0014386
T  132  2 ,1366094E+07   1262648E-03 -,1246E+01 -,9976E+00   ,9999980  ,0000885 -,0020099
T  133  2 ,1370051E+07   1261449E-03  ,3167E+00 -,2389E+00   ,9999873  ,0047825 -,0015609
T  134  2 ,1365409E+07   1263263E-03 -,1766E+00 -,7552E+00   ,9999909  ,0017490 -,0038974
T  135  2 ,1372091E+07   1261304E-03  ,1245E+01 -,7964E+00   ,9999944 -,0006014 -,0032912
T  136  2 ,1364381E+07   1263017E-03 -,2997E+01 -,1248E+01   ,9999809 -,0061584  ,0004657
T  137  2 ,1365023E+07   1263438E-03  ,8149E+00  ,2652E+00   ,9999937  ,0028141 -,0021726
T  138  2 ,1367770E+07   1261225E-03  ,1117E+01 -,1104E+01   ,9999909  ,0039502  ,0015944
T  139  2 ,1367871E+07   1262674E-03  ,8718E+00  ,3102E+00   ,9999988  ,0012463 -,0008832
T  140  2 ,1365432E+07   1263116E-03 -,1397E+01 -,2460E+01   ,9999946 -,0019868 -,0026054
T  141  2 ,1368839E+07   1262178E-03  ,4009E+00 -,1706E+01   ,9999996  ,0005560 -,0007135
T  142  2 ,1363685E+07   1263005E-03 -,2144E+01 -,1319E+01   ,9999758 -,0057218 -,0039571
T  143  2 ,1369605E+07   1263059E-03 -,3929E+01  ,3561E+01   ,9998918 -,0101581  ,0106425
T  144  2 ,1367979E+07   1261343E-03  ,4417E+00 -,2678E-01   ,9999999 -,0002063  ,0001044
T  145  2 ,1366250E+07   1261833E-03 -,8594E-01  ,1974E+01   ,9999858  ,0050599  ,0016480
T  146  2 ,1367744E+07   1262087E-03  ,6339E+00 -,2566E-01   ,9999992 -,0002744 -,0012196
T  147  2 ,1365727E+07   1262056E-03  ,1293E+01  ,3342E+00   ,9999737  ,0056606  ,0045348
T  148  2 ,1366390E+07   1263460E-03 -,5066E+00  ,1093E+01   ,9999947 -,0020797  ,0025074
T  149  2 ,1368938E+07   1261280E-03  ,1159E+01 -,1678E+01   ,9999993  ,0005663 -,0010790
T  150  2 ,1368718E+07   1262781E-03  ,6859E-01 -,4415E+01   ,9999785 -,0015519 -,0063725
T  151  2 ,1370014E+07   1263020E-03 -,9880E+00 -,5527E+00   ,9999938 -,0034827  ,0005063
T  152  2 ,1371214E+07   1261265E-03 -,2394E+01  ,2315E+01   ,9999894 -,0037140  ,0027277
T  153  2 ,1368959E+07   1262075E-03 -,1174E+01  ,2491E+01   ,9999773 -,0022933  ,0063367
T  154  2 ,1364693E+07   1261788E-03 -,1924E+01 -,4813E+00   ,9999992 -,0008082 -,0009217
T  155  2 ,1369721E+07   1261574E-03 -,2455E+00  ,3260E+00   ,9999857 -,0038779  ,0036815
T  156  2 ,1369555E+07   1262485E-03  ,7484E+00  ,4820E+00   ,9999991 -,0013496 -,0001885
T  157  2 ,1371561E+07   1263225E-03  ,2277E+00  ,4599E+00   ,9999965  ,0011434  ,0023804
T  158  2 ,1364658E+07   1263229E-03  ,1385E+01 -,1208E+01   ,9999703  ,0023466 -,0073389
T  159  2 ,1371836E+07   1261626E-03 -,6677E+00  ,7374E+00   ,9999955  ,0004618  ,0029551
T  160  2 ,1365829E+07   1263366E-03  ,1126E+01 -,2009E+01   ,9999973  ,0015410 -,0017207
T  161  2 ,1365758E+07   1262509E-03 -,4094E+00  ,8724E-01   ,9999975 -,0017396  ,0014302
T  162  2 ,1366492E+07   1262248E-03  ,2855E+00 -,2432E+00   ,9999997  ,0004639  ,0006679
